gene_id_human	gene_name_human	gene_id_mouse	gene_name_mouse	mean_tpm_mouse
ENSG00000005513	SOX8	ENSMUSG00000024176	Sox8	10.464659951164096
ENSG00000167967	E4F1	ENSMUSG00000024137	E4f1	1088.9869116031966
ENSG00000130182	ZSCAN10	ENSMUSG00000023902	Zscan10	10087.18185009177
ENSG00000006194	ZNF263	ENSMUSG00000022529	Zfp263	3641.3080899885604
ENSG00000090447	TFAP4	ENSMUSG00000005718	Tfap4	2737.9399206392263
ENSG00000126603	GLIS2	ENSMUSG00000014303	Glis2	2724.8813227279534
ENSG00000103495	MAZ	ENSMUSG00000030678	Maz	13080.810626280932
ENSG00000102935	ZNF423	ENSMUSG00000045333	Zfp423	475.16125090261295
ENSG00000103449	SALL1	ENSMUSG00000031665	Sall1	15310.480835960732
ENSG00000067955	CBFB	ENSMUSG00000031885	Cbfb	5995.43358725133
ENSG00000102878	HSF4	ENSMUSG00000033249	Hsf4	9.619219369376802
ENSG00000102974	CTCF	ENSMUSG00000005698	Ctcf	13011.51200682127
ENSG00000072736	NFATC3	ENSMUSG00000031902	Nfatc3	6922.7276152067
ENSG00000132604	TERF2	ENSMUSG00000031921	Terf2	2837.56817948545
ENSG00000102908	NFAT5	ENSMUSG00000003847	Nfat5	3523.79958700958
ENSG00000140836	ZFHX3	ENSMUSG00000038872	Zfhx3	2544.9526344758565
ENSG00000184517	ZFP1	ENSMUSG00000055835	Zfp1	1716.5268519409967
ENSG00000140968	IRF8	ENSMUSG00000041515	Irf8	13.196947373449063
ENSG00000070444	MNT	ENSMUSG00000000282	Mnt	4316.984014899007
ENSG00000161940	BCL6B	ENSMUSG00000000317	Bcl6b	164.94908638192763
ENSG00000006047	YBX2	ENSMUSG00000018554	Ybx2	579.338721983536
ENSG00000174282	ZBTB4	ENSMUSG00000018750	Zbtb4	170.50192266160568
ENSG00000129194	SOX15	ENSMUSG00000041287	Sox15	830.3250162714003
ENSG00000141510	TP53	ENSMUSG00000059552	Trp53	25965.806493729964
ENSG00000179111	HES7	ENSMUSG00000023781	Hes7	1.2832875929042469
ENSG00000072310	SREBF1	ENSMUSG00000020538	Srebf1	9739.753489453908
ENSG00000109072	VTN	ENSMUSG00000017344	Vtn	1.4997863968667469
ENSG00000275410	HNF1B	ENSMUSG00000020679	Hnf1b	26.304413949317098
ENSG00000126351	THRA	ENSMUSG00000058756	Thra	525.7974285777187
ENSG00000126368	NR1D1	ENSMUSG00000020889	Nr1d1	683.7592700742099
ENSG00000126561	STAT5A	ENSMUSG00000004043	Stat5a	491.96739908305364
ENSG00000168610	STAT3	ENSMUSG00000004040	Stat3	9745.236658015603
ENSG00000108788	MLX	ENSMUSG00000017801	Mlx	2096.5421884986604
ENSG00000012048	BRCA1	ENSMUSG00000017146	Brca1	13913.782987166234
ENSG00000005102	MEOX1	ENSMUSG00000001493	Meox1	1.739274200053608
ENSG00000073861	TBX21	ENSMUSG00000001444	Tbx21	14.87693187519013
ENSG00000108924	HLF	ENSMUSG00000003949	Hlf	229.89728790067798
ENSG00000121068	TBX2	ENSMUSG00000000093	Tbx2	33.87594515193507
ENSG00000171634	BPTF	ENSMUSG00000040481	Bptf	18587.68098814333
ENSG00000129654	FOXJ1	ENSMUSG00000034227	Foxj1	34.255700320189
ENSG00000198795	ZNF521	ENSMUSG00000024420	Zfp521	312.6807794650017
ENSG00000101665	SMAD7	ENSMUSG00000025880	Smad7	4869.289298254636
ENSG00000154832	CXXC1	ENSMUSG00000024560	Cxxc1	3499.57543931762
ENSG00000141646	SMAD4	ENSMUSG00000024515	Smad4	5180.535628279727
ENSG00000134046	MBD2	ENSMUSG00000024513	Mbd2	711.2683422867445
ENSG00000119547	ONECUT2	ENSMUSG00000045991	Onecut2	100.61061605176856
ENSG00000130856	ZNF236	ENSMUSG00000041258	Zfp236	3485.1402210715205
ENSG00000116017	ARID3A	ENSMUSG00000019564	Arid3a	1508.7757635853968
ENSG00000071564	TCF3	ENSMUSG00000020167	Tcf3	12483.751357842666
ENSG00000129911	KLF16	ENSMUSG00000035397	Klf16	3652.2688564901096
ENSG00000064961	HMG20B	ENSMUSG00000020232	Hmg20b	2410.2076413916834
ENSG00000178951	ZBTB7A	ENSMUSG00000035011	Zbtb7a	3622.88531779344
ENSG00000060566	CREB3L3	ENSMUSG00000035041	Creb3l3	45.7036746872005
ENSG00000077463	SIRT6	ENSMUSG00000034748	Sirt6	2650.3423614741364
ENSG00000130816	DNMT1	ENSMUSG00000004099	Dnmt1	32616.383842389598
ENSG00000008441	NFIX	ENSMUSG00000001911	Nfix	87.43292228159983
ENSG00000104903	LYL1	ENSMUSG00000034041	Lyl1	1.6219550000561667
ENSG00000160113	NR2F6	ENSMUSG00000002393	Nr2f6	327.3158515130217
ENSG00000130522	JUND	ENSMUSG00000071076	Jund	714.2775107115291
ENSG00000105717	PBX4	ENSMUSG00000031860	Pbx4	283.72998901154733
ENSG00000153879	CEBPG	ENSMUSG00000056216	Cebpg	2439.97007279396
ENSG00000105698	USF2	ENSMUSG00000058239	Usf2	2000.5025371711
ENSG00000105672	ETV2	ENSMUSG00000006311	Etv2	53.43130098822051
ENSG00000142025	DMRTC2	ENSMUSG00000011349	Dmrtc2	113.80863659831067
ENSG00000028277	POU2F2	ENSMUSG00000008496	Pou2f2	71.59684133821274
ENSG00000105722	ERF	ENSMUSG00000040857	Erf	4754.905930136037
ENSG00000079432	CIC	ENSMUSG00000005442	Cic	10317.443194763233
ENSG00000069399	BCL3	ENSMUSG00000053175	Bcl3	1969.7565270209134
ENSG00000104856	RELB	ENSMUSG00000002983	Relb	3002.7420483721467
ENSG00000176182	MYPOP	ENSMUSG00000048481	Mypop	163.37317172149832
ENSG00000105419	MEIS3	ENSMUSG00000041420	Meis3	67.8025736960232
ENSG00000118156	ZNF541	ENSMUSG00000078796	Zfp541	5.055742584295469
ENSG00000105392	CRX	ENSMUSG00000041578	Crx	4.662656389046403
ENSG00000105516	DBP	ENSMUSG00000059824	Dbp	177.64767986336633
ENSG00000074219	TEAD2	ENSMUSG00000030796	Tead2	8082.31132023034
ENSG00000126456	IRF3	ENSMUSG00000003184	Irf3	1615.7155433115768
ENSG00000088038	CNOT3	ENSMUSG00000035632	Cnot3	5726.956227281932
ENSG00000197483	ZNF628	ENSMUSG00000074406	Zfp628	791.2468268879271
ENSG00000171443	ZNF524	ENSMUSG00000109129	Gm44973	0.0
ENSG00000171443	ZNF524	ENSMUSG00000051184	Zfp524	59.4485646646964
ENSG00000179922	ZNF784	ENSMUSG00000043290	Zfp784	2.2726685945244802
ENSG00000171606	ZNF274	ENSMUSG00000058638	Zfp110	5482.079228087973
ENSG00000171606	ZNF274	ENSMUSG00000021514	Zfp369	879.9412412588717
ENSG00000130726	TRIM28	ENSMUSG00000005566	Trim28	133427.07486994666
ENSG00000099326	MZF1	ENSMUSG00000030380	Mzf1	149.23756757273668
ENSG00000177732	SOX12	ENSMUSG00000051817	Sox12	2343.527449441237
ENSG00000125878	TCF15	ENSMUSG00000068079	Tcf15	84.3935004163685
ENSG00000088881	EBF4	ENSMUSG00000053552	Ebf4	24.288155571431002
ENSG00000125817	CENPB	ENSMUSG00000068267	Cenpb	3784.94106471637
ENSG00000125850	OVOL2	ENSMUSG00000037279	Ovol2	187.44596400323834
ENSG00000173404	INSM1	ENSMUSG00000068154	Insm1	18.495809981542596
ENSG00000125798	FOXA2	ENSMUSG00000037025	Foxa2	10.302579935298724
ENSG00000125812	GZF1	ENSMUSG00000027439	Gzf1	2005.8594938019469
ENSG00000100987	VSX1	ENSMUSG00000033080	Vsx1	16.579926883178967
ENSG00000126003	PLAGL2	ENSMUSG00000051413	Plagl2	1555.27403212561
ENSG00000101412	E2F1	ENSMUSG00000027490	E2f1	3064.60728439238
ENSG00000118707	TGIF2	ENSMUSG00000062175	Tgif2	346.54589029628124
ENSG00000204103	MAFB	ENSMUSG00000074622	Mafb	27.286530509714964
ENSG00000101057	MYBL2	ENSMUSG00000017861	Mybl2	56232.751208944166
ENSG00000101076	HNF4A	ENSMUSG00000017950	Hnf4a	22.34082335706333
ENSG00000124216	SNAI1	ENSMUSG00000042821	Snai1	207.43786581985833
ENSG00000101115	SALL4	ENSMUSG00000027547	Sall4	25574.095631024993
ENSG00000171940	ZNF217	ENSMUSG00000052056	Zfp217	8594.678124604703
ENSG00000124092	CTCFL	ENSMUSG00000070495	Ctcfl	55.755910991633634
ENSG00000101190	TCFL5	ENSMUSG00000038932	Tcfl5	593.7608436000027
ENSG00000125533	BHLHE23	ENSMUSG00000045493	Bhlhe23	23.780143707191467
ENSG00000101216	GMEB2	ENSMUSG00000038705	Gmeb2	1969.2296140934402
ENSG00000203883	SOX18	ENSMUSG00000046470	Sox18	3.3164683842418636
ENSG00000159216	RUNX1	ENSMUSG00000022952	Runx1	68.24287657932524
ENSG00000141956	PRDM15	ENSMUSG00000014039	Prdm15	1607.14743118719
ENSG00000160199	PKNOX1	ENSMUSG00000006705	Pknox1	2177.691505863287
ENSG00000160224	AIRE	ENSMUSG00000000731	Aire	1746.0933949748767
ENSG00000063515	GSC2	ENSMUSG00000022738	Gsc2	20.6560087792616
ENSG00000169635	HIC2	ENSMUSG00000050240	Hic2	4326.2270835659365
ENSG00000100219	XBP1	ENSMUSG00000020484	Xbp1	4107.524017678697
ENSG00000100105	PATZ1	ENSMUSG00000020453	Patz1	6372.826370720027
ENSG00000175329	ISX	ENSMUSG00000031621	Isx	0.5515339905032567
ENSG00000185022	MAFF	ENSMUSG00000042622	Maff	162.63526768512267
ENSG00000128272	ATF4	ENSMUSG00000042406	Atf4	24898.238060789532
ENSG00000100393	EP300	ENSMUSG00000055024	Ep300	12842.691176129001
ENSG00000004848	ARX	ENSMUSG00000035277	Arx	6.899045791506112
ENSG00000169297	NR0B1	ENSMUSG00000025056	Nr0b1	7501.383612823553
ENSG00000147118	ZNF182	ENSMUSG00000054737	Zfp182	1001.530748777765
ENSG00000102145	GATA1	ENSMUSG00000031162	Gata1	57.81208078219561
ENSG00000068323	TFE3	ENSMUSG00000000134	Tfe3	9005.287681108368
ENSG00000049768	FOXP3	ENSMUSG00000039521	Foxp3	12.062449603569787
ENSG00000147133	TAF1	ENSMUSG00000031314	Taf1	10693.202111376531
ENSG00000122145	TBX22	ENSMUSG00000031241	Tbx22	0.9893810016202345
ENSG00000196767	POU3F4	ENSMUSG00000056854	Pou3f4	10.623107746418256
ENSG00000165259	HDX	ENSMUSG00000034551	Hdx	431.337162974472
ENSG00000123576	ESX1	ENSMUSG00000023443	Esx1	115.66522999836197
ENSG00000101883	RHOXF1	ENSMUSG00000050197	Rhox13	3.9938031985457063
ENSG00000177485	ZBTB33	ENSMUSG00000048047	Zbtb33	1258.2707567666032
ENSG00000102034	ELF4	ENSMUSG00000031103	Elf4	1227.3654298188433
ENSG00000156925	ZIC3	ENSMUSG00000067860	Zic3	6445.776914160876
ENSG00000134595	SOX3	ENSMUSG00000045179	Sox3	49.58017801288006
ENSG00000169057	MECP2	ENSMUSG00000031393	Mecp2	1960.4338141244934
ENSG00000124334	IL9R	ENSMUSG00000020279	Il9r	8.37221096853734
ENSG00000124334	IL9R	ENSMUSG00000020279	Il9r	8.37221096853734
ENSG00000184895	SRY	ENSMUSG00000069036	Sry	0.0
ENSG00000169953	HSFY2	ENSMUSG00000045336	Hsfy2	0.0
